cod_cliente;qtd_comprada;ativo;data_compra
551;50;B3SA3.SA;2022-02-12
1123;68;B3SA3.SA;2022-01-06
4370;38;HGBS11.SA;2022-12-24
2751;12;B3SA3.SA;2022-07-13
3194;11;IRDM11.SA;2022-04-02
1096;27;VALE3.SA;2022-09-10
4624;8;VALE3.SA;2022-07-28
1774;9;ITUB4.SA;2022-01-28
3398;38;ITUB4.SA;2022-08-19
4524;7;HGBS11.SA;2022-01-19
1822;43;VINO11.SA;2022-12-31
1886;1;HGBS11.SA;2022-03-11
4699;33;FLRY3.SA;2022-02-07
2089;86;HGLG11.SA;2022-08-28
3329;1;RBVA11.SA;2022-06-03
2303;52;B3SA3.SA;2022-03-31
4827;81;HGBS11.SA;2022-12-11
3919;43;VINO11.SA;2022-11-23
152;69;RBVA11.SA;2022-07-05
1703;87;MGLU3.SA;2022-02-13
2509;80;ITUB4.SA;2022-12-10
3657;73;FLRY3.SA;2022-01-12
2168;61;VINO11.SA;2022-07-06
4060;43;VINO11.SA;2022-04-12
3028;27;RBVA11.SA;2022-01-19
3042;94;ITUB4.SA;2022-09-08
4965;75;VINO11.SA;2022-12-05
2872;55;FLRY3.SA;2022-08-04
4889;13;ITUB4.SA;2022-08-18
3419;9;B3SA3.SA;2022-07-03
4929;30;PETR4.SA;2022-11-04
3029;5;B3SA3.SA;2022-03-28
4364;51;BBDC4.SA;2022-01-14
798;23;MGLU3.SA;2022-01-24
2112;25;ITUB4.SA;2022-12-31
4818;18;B3SA3.SA;2022-06-19
2309;68;B3SA3.SA;2022-08-10
3841;87;VALE3.SA;2022-02-03
2499;66;HGLG11.SA;2022-03-26
3156;95;HGBS11.SA;2022-08-08
32;70;HGLG11.SA;2022-05-14
3520;79;ITUB4.SA;2022-03-29
1143;65;VINO11.SA;2022-11-06
2030;6;HGBS11.SA;2022-01-30
4563;93;HGBS11.SA;2022-08-23
256;83;PETR4.SA;2022-04-11
4508;95;VINO11.SA;2022-10-19
4552;74;IRDM11.SA;2022-10-29
54;39;HGLG11.SA;2022-06-01
1910;4;IRDM11.SA;2022-09-25
822;5;VALE3.SA;2022-07-16
2180;83;MGLU3.SA;2022-12-31
1086;71;VINO11.SA;2022-03-30
2746;27;IRDM11.SA;2022-10-31
3772;81;RBVA11.SA;2022-11-01
1865;95;HGLG11.SA;2022-01-29
3305;38;MGLU3.SA;2022-09-17
4936;4;VALE3.SA;2022-09-25
452;39;HGLG11.SA;2022-09-02
3119;60;RBVA11.SA;2022-08-22
109;98;VALE3.SA;2022-09-02
1497;22;MGLU3.SA;2022-08-30
984;90;ITUB4.SA;2022-02-21
3207;87;PETR4.SA;2022-10-25
1254;49;BBDC4.SA;2022-02-10
26;98;HGBS11.SA;2022-11-23
2068;67;B3SA3.SA;2022-10-17
4275;95;BBDC4.SA;2022-12-28
2823;3;VINO11.SA;2022-02-22
201;31;PETR4.SA;2022-09-09
1218;22;RBVA11.SA;2022-09-07
4710;80;BBDC4.SA;2022-10-18
34;19;HGBS11.SA;2022-09-16
3629;63;IRDM11.SA;2022-09-02
3762;88;ITUB4.SA;2022-03-03
4824;76;ITUB4.SA;2022-11-11
2254;56;MGLU3.SA;2022-03-01
4441;71;VINO11.SA;2022-03-11
4079;60;MGLU3.SA;2022-06-13
2082;67;B3SA3.SA;2022-04-07
3132;55;RBVA11.SA;2022-08-29
175;31;HGBS11.SA;2022-07-05
684;79;VINO11.SA;2022-06-22
4083;89;MGLU3.SA;2022-01-14
2939;1;FLRY3.SA;2022-12-25
3526;44;ITUB4.SA;2022-07-12
287;23;IRDM11.SA;2022-02-20
3881;42;ITUB4.SA;2022-03-04
160;47;ITUB4.SA;2022-06-21
4159;43;PETR4.SA;2022-01-29
1896;19;FLRY3.SA;2022-06-24
1715;75;B3SA3.SA;2022-07-07
2563;24;MGLU3.SA;2022-10-22
395;39;VALE3.SA;2022-09-11
2681;96;HGBS11.SA;2022-02-06
2817;15;ITUB4.SA;2022-11-09
2064;71;RBVA11.SA;2022-02-18
2314;56;VINO11.SA;2022-07-01
2621;30;BBDC4.SA;2022-01-07
4377;64;MGLU3.SA;2022-06-12
1872;39;IRDM11.SA;2022-08-04
2942;11;VINO11.SA;2022-12-10
2929;39;MGLU3.SA;2022-04-08
2405;91;RBVA11.SA;2022-11-28
299;65;VALE3.SA;2022-05-30
2978;31;B3SA3.SA;2022-10-27
1502;57;BBDC4.SA;2022-06-28
3807;42;RBVA11.SA;2022-05-07
1638;67;HGLG11.SA;2022-04-17
1761;79;B3SA3.SA;2022-11-03
308;64;MGLU3.SA;2022-01-20
644;25;MGLU3.SA;2022-11-13
2900;33;HGBS11.SA;2022-09-30
3539;60;MGLU3.SA;2022-02-23
3061;65;VALE3.SA;2022-04-22
2598;55;MGLU3.SA;2022-03-29
917;59;FLRY3.SA;2022-04-21
1925;63;VALE3.SA;2022-05-20
1753;30;FLRY3.SA;2022-11-17
1570;28;ITUB4.SA;2022-02-18
2177;30;B3SA3.SA;2022-08-26
4053;31;VINO11.SA;2022-06-13
505;25;PETR4.SA;2022-04-06
1269;21;IRDM11.SA;2022-09-22
4219;91;FLRY3.SA;2022-02-12
4779;4;HGBS11.SA;2022-03-04
1874;4;BBDC4.SA;2022-12-17
3060;98;RBVA11.SA;2022-08-08
4570;99;BBDC4.SA;2022-06-09
1890;42;ITUB4.SA;2022-03-26
3618;57;HGLG11.SA;2022-05-30
2994;26;B3SA3.SA;2022-12-04
1472;48;HGBS11.SA;2022-04-02
2142;71;RBVA11.SA;2022-09-18
949;68;MGLU3.SA;2022-08-31
3388;7;PETR4.SA;2022-10-07
4908;42;B3SA3.SA;2022-09-22
4464;75;VINO11.SA;2022-11-22
4933;35;VINO11.SA;2022-08-04
278;64;VINO11.SA;2022-08-28
2908;14;ITUB4.SA;2022-04-21
1261;38;FLRY3.SA;2022-07-25
3499;35;MGLU3.SA;2022-10-13
3565;68;B3SA3.SA;2022-06-15
3589;18;FLRY3.SA;2022-08-21
4371;32;HGLG11.SA;2022-07-31
2311;9;VINO11.SA;2022-08-18
896;76;PETR4.SA;2022-09-15
2604;4;VALE3.SA;2022-11-19
3944;69;FLRY3.SA;2022-05-21
1239;50;MGLU3.SA;2022-03-30
3711;63;MGLU3.SA;2022-06-05
2260;88;VALE3.SA;2022-05-01
4131;70;B3SA3.SA;2022-11-18
418;16;FLRY3.SA;2022-01-06
1529;30;BBDC4.SA;2022-05-05
3850;94;HGBS11.SA;2022-12-29
432;60;B3SA3.SA;2022-07-24
1324;52;HGLG11.SA;2022-09-02
3666;95;PETR4.SA;2022-01-23
3325;48;FLRY3.SA;2022-03-19
4400;75;IRDM11.SA;2022-10-19
4254;77;VALE3.SA;2022-01-03
4632;26;VINO11.SA;2022-12-23
220;9;IRDM11.SA;2022-12-30
1323;37;HGLG11.SA;2022-09-22
1485;21;IRDM11.SA;2022-07-13
365;79;B3SA3.SA;2022-09-17
1812;75;MGLU3.SA;2022-12-10
4683;35;BBDC4.SA;2022-08-14
3778;60;FLRY3.SA;2022-01-30
271;81;VALE3.SA;2022-10-25
4046;48;ITUB4.SA;2022-05-20
4734;16;BBDC4.SA;2022-03-21
2004;58;VALE3.SA;2022-11-22
1865;27;PETR4.SA;2022-03-27
3892;86;VALE3.SA;2022-09-05
394;88;HGBS11.SA;2022-01-28
414;47;VINO11.SA;2022-09-20
1266;52;VINO11.SA;2022-09-08
566;94;BBDC4.SA;2022-03-10
4721;16;FLRY3.SA;2022-05-06
3868;37;RBVA11.SA;2022-03-30
3021;4;B3SA3.SA;2022-02-28
3485;14;FLRY3.SA;2022-10-03
1744;32;IRDM11.SA;2022-08-25
580;1;ITUB4.SA;2022-07-22
2355;87;ITUB4.SA;2022-11-03
1515;57;MGLU3.SA;2022-11-07
4596;67;RBVA11.SA;2022-11-12
1099;9;VINO11.SA;2022-11-29
4955;58;ITUB4.SA;2022-10-07
4385;73;BBDC4.SA;2022-07-30
2994;17;HGLG11.SA;2022-01-25
1436;40;HGLG11.SA;2022-08-28
857;13;MGLU3.SA;2022-08-25
1003;92;HGLG11.SA;2022-03-06
336;71;HGBS11.SA;2022-05-16
242;81;FLRY3.SA;2022-07-23
4977;37;HGLG11.SA;2022-11-08
727;77;VALE3.SA;2022-04-21
3422;42;ITUB4.SA;2022-01-15
664;13;VINO11.SA;2022-04-13
3979;52;IRDM11.SA;2022-03-03
32;7;BBDC4.SA;2022-06-27
4879;47;IRDM11.SA;2022-02-26
1640;11;ITUB4.SA;2022-03-15
3449;84;FLRY3.SA;2022-09-01
380;46;HGBS11.SA;2022-09-01
2422;12;PETR4.SA;2022-09-10
3365;83;B3SA3.SA;2022-02-07
2631;69;VINO11.SA;2022-05-23
3534;95;IRDM11.SA;2022-03-02
4864;29;PETR4.SA;2022-03-26
4372;45;VALE3.SA;2022-05-29
1722;3;ITUB4.SA;2022-03-06
4437;36;BBDC4.SA;2022-02-03
1684;3;FLRY3.SA;2022-05-10
840;64;HGLG11.SA;2022-07-22
2704;36;RBVA11.SA;2022-03-24
355;46;B3SA3.SA;2022-10-02
3235;32;HGBS11.SA;2022-02-07
3187;71;MGLU3.SA;2022-01-25
3837;93;VALE3.SA;2022-10-02
1042;100;VALE3.SA;2022-03-04
2575;59;BBDC4.SA;2022-11-09
4172;9;FLRY3.SA;2022-10-02
4887;54;VALE3.SA;2022-10-03
2001;95;VALE3.SA;2022-05-28
3489;81;PETR4.SA;2022-07-30
2513;25;FLRY3.SA;2022-04-17
2536;14;VINO11.SA;2022-04-27
1561;98;PETR4.SA;2022-05-25
1811;26;RBVA11.SA;2022-12-07
1395;89;HGLG11.SA;2022-01-20
4981;64;MGLU3.SA;2022-12-23
1084;88;BBDC4.SA;2022-09-10
920;39;HGBS11.SA;2022-03-04
1994;21;IRDM11.SA;2022-01-27
1661;47;VALE3.SA;2022-01-22
322;38;HGBS11.SA;2022-02-15
3674;10;VINO11.SA;2022-06-26
4622;4;PETR4.SA;2022-05-31
4907;32;ITUB4.SA;2022-03-30
4753;3;VALE3.SA;2022-10-25
862;61;VALE3.SA;2022-03-20
4207;19;HGBS11.SA;2022-08-15
4800;9;VALE3.SA;2022-11-28
2724;87;VALE3.SA;2022-12-10
318;64;HGBS11.SA;2022-08-14
2561;7;ITUB4.SA;2022-08-20
4645;12;B3SA3.SA;2022-09-17
1456;54;VINO11.SA;2022-09-10
3154;28;BBDC4.SA;2022-06-03
3094;14;VINO11.SA;2022-10-14
2578;72;ITUB4.SA;2022-01-07
364;2;HGBS11.SA;2022-03-02
4226;50;PETR4.SA;2022-01-06
108;63;HGLG11.SA;2022-03-27
48;88;VALE3.SA;2022-01-13
4219;5;IRDM11.SA;2022-05-10
2462;100;ITUB4.SA;2022-10-28
1576;87;BBDC4.SA;2022-10-18
4066;63;IRDM11.SA;2022-03-29
2353;33;ITUB4.SA;2022-09-02
3341;10;PETR4.SA;2022-06-27
2184;3;BBDC4.SA;2022-07-16
1091;31;HGBS11.SA;2022-10-11
1093;49;VINO11.SA;2022-12-25
3871;4;ITUB4.SA;2022-10-13
2654;13;HGLG11.SA;2022-10-01
4768;80;MGLU3.SA;2022-07-26
325;48;B3SA3.SA;2022-02-02
3731;38;B3SA3.SA;2022-11-11
4528;80;ITUB4.SA;2022-12-23
3292;21;ITUB4.SA;2022-05-18
835;92;FLRY3.SA;2022-09-03
3137;45;VINO11.SA;2022-11-09
1389;62;FLRY3.SA;2022-05-19
770;14;B3SA3.SA;2022-12-31
1403;83;FLRY3.SA;2022-02-09
1342;36;PETR4.SA;2022-07-01
3241;2;VINO11.SA;2022-11-21
4047;28;VINO11.SA;2022-05-05
987;78;B3SA3.SA;2022-03-08
1290;61;RBVA11.SA;2022-03-11
4347;45;VINO11.SA;2022-05-08
1146;28;FLRY3.SA;2022-12-29
1406;60;VINO11.SA;2022-07-16
979;44;FLRY3.SA;2022-05-26
1091;92;RBVA11.SA;2022-10-21
1986;57;PETR4.SA;2022-03-29
417;5;FLRY3.SA;2022-10-15
2023;13;BBDC4.SA;2022-06-18
3145;71;ITUB4.SA;2022-09-24
4102;43;B3SA3.SA;2022-06-05
4906;99;IRDM11.SA;2022-10-10
4824;87;IRDM11.SA;2022-12-30
1344;47;VALE3.SA;2022-06-08
698;7;VALE3.SA;2022-02-22
4778;79;HGLG11.SA;2022-03-25
707;73;PETR4.SA;2022-04-03
663;92;HGLG11.SA;2022-07-07
3409;53;IRDM11.SA;2022-07-28
2185;20;RBVA11.SA;2022-07-01
2411;49;RBVA11.SA;2022-04-24
4244;44;HGBS11.SA;2022-05-30
2859;67;IRDM11.SA;2022-05-12
3203;98;HGLG11.SA;2022-09-17
3582;12;PETR4.SA;2022-11-20
3340;88;HGBS11.SA;2022-11-28
2880;5;VALE3.SA;2022-10-23
1099;46;HGBS11.SA;2022-04-22
104;15;RBVA11.SA;2022-12-24
2937;85;BBDC4.SA;2022-05-04
4670;71;ITUB4.SA;2022-12-20
4860;66;FLRY3.SA;2022-04-25
211;22;HGLG11.SA;2022-10-06
2795;20;HGBS11.SA;2022-05-31
4955;61;HGBS11.SA;2022-12-28
2768;94;VALE3.SA;2022-01-06
1992;74;B3SA3.SA;2022-10-23
1338;48;RBVA11.SA;2022-09-08
583;9;IRDM11.SA;2022-03-14
3469;83;VALE3.SA;2022-07-11
1781;53;FLRY3.SA;2022-05-19
276;22;IRDM11.SA;2022-01-11
1028;21;IRDM11.SA;2022-08-30
2349;58;HGLG11.SA;2022-04-01
1453;18;VINO11.SA;2022-08-24
1158;97;RBVA11.SA;2022-01-06
4376;40;VALE3.SA;2022-07-24
3415;38;FLRY3.SA;2022-12-12
3141;92;HGLG11.SA;2022-06-26
2474;40;FLRY3.SA;2022-07-31
1619;58;VALE3.SA;2022-01-09
1616;100;VINO11.SA;2022-05-24
3401;21;BBDC4.SA;2022-04-05
1138;59;BBDC4.SA;2022-01-16
4465;92;BBDC4.SA;2022-02-15
4197;28;HGLG11.SA;2022-07-29
3456;15;RBVA11.SA;2022-12-29
4961;73;HGLG11.SA;2022-01-20
4774;58;IRDM11.SA;2022-06-08
1746;13;HGBS11.SA;2022-05-16
1712;87;BBDC4.SA;2022-09-16
4900;54;VINO11.SA;2022-09-10
2273;99;PETR4.SA;2022-08-06
4696;1;VALE3.SA;2022-09-22
141;20;RBVA11.SA;2022-03-12
2401;46;PETR4.SA;2022-02-22
4176;5;IRDM11.SA;2022-02-18
2118;86;IRDM11.SA;2022-01-03
860;27;RBVA11.SA;2022-02-26
223;84;HGLG11.SA;2022-02-22
3793;44;VINO11.SA;2022-05-04
2243;76;IRDM11.SA;2022-08-15
3635;94;ITUB4.SA;2022-05-07
3010;45;RBVA11.SA;2022-01-11
4030;54;IRDM11.SA;2022-01-06
4281;46;HGLG11.SA;2022-06-14
4717;51;FLRY3.SA;2022-02-09
42;92;HGBS11.SA;2022-06-03
4922;48;ITUB4.SA;2022-04-18
3885;67;ITUB4.SA;2022-11-24
4807;57;FLRY3.SA;2022-12-15
2321;80;B3SA3.SA;2022-09-23
506;87;FLRY3.SA;2022-09-20
137;7;VINO11.SA;2022-02-25
7;33;RBVA11.SA;2022-02-16
2558;86;IRDM11.SA;2022-12-18
4914;14;HGLG11.SA;2022-12-22
3851;88;VINO11.SA;2022-03-16
2543;27;IRDM11.SA;2022-09-13
1716;97;BBDC4.SA;2022-09-05
94;30;HGBS11.SA;2022-07-02
4173;51;BBDC4.SA;2022-09-22
3299;12;FLRY3.SA;2022-01-20
2582;59;MGLU3.SA;2022-08-19
1350;86;MGLU3.SA;2022-10-24
3575;56;IRDM11.SA;2022-04-09
4117;41;ITUB4.SA;2022-03-20
2834;49;MGLU3.SA;2022-03-01
3727;4;B3SA3.SA;2022-01-18
3101;57;PETR4.SA;2022-12-15
1633;11;HGLG11.SA;2022-02-13
4283;36;PETR4.SA;2022-08-30
1985;22;HGBS11.SA;2022-11-24
3134;82;MGLU3.SA;2022-03-16
4323;11;MGLU3.SA;2022-06-27
369;9;ITUB4.SA;2022-09-27
1288;27;BBDC4.SA;2022-12-23
1838;79;MGLU3.SA;2022-04-28
169;94;FLRY3.SA;2022-10-06
4173;76;FLRY3.SA;2022-04-13
3693;20;BBDC4.SA;2022-03-19
2481;32;FLRY3.SA;2022-02-18
2549;56;FLRY3.SA;2022-02-07
3261;12;B3SA3.SA;2022-08-11
2088;80;B3SA3.SA;2022-06-24
2743;82;RBVA11.SA;2022-10-22
3491;27;B3SA3.SA;2022-07-15
4257;44;VALE3.SA;2022-10-21
4888;90;FLRY3.SA;2022-12-24
3999;58;B3SA3.SA;2022-06-02
3926;36;HGLG11.SA;2022-11-05
1371;17;ITUB4.SA;2022-03-26
2066;49;BBDC4.SA;2022-07-15
3095;61;MGLU3.SA;2022-08-29
2808;94;IRDM11.SA;2022-03-21
4218;59;MGLU3.SA;2022-11-23
4493;85;VINO11.SA;2022-01-23
776;52;RBVA11.SA;2022-12-27
3352;45;B3SA3.SA;2022-04-05
1804;71;HGBS11.SA;2022-01-06
3377;33;ITUB4.SA;2022-07-12
2585;15;HGLG11.SA;2022-02-20
2402;17;FLRY3.SA;2022-04-16
746;66;HGLG11.SA;2022-05-26
4914;91;HGLG11.SA;2022-12-29
2923;49;HGBS11.SA;2022-02-16
1128;7;B3SA3.SA;2022-06-14
2181;5;VINO11.SA;2022-07-11
4960;72;VALE3.SA;2022-02-08
1868;1;FLRY3.SA;2022-01-19
2850;3;HGLG11.SA;2022-01-12
1330;36;BBDC4.SA;2022-07-04
3516;25;PETR4.SA;2022-10-22
4426;47;B3SA3.SA;2022-06-29
201;12;FLRY3.SA;2022-03-19
32;55;MGLU3.SA;2022-10-04
3281;93;FLRY3.SA;2022-09-27
3873;94;HGLG11.SA;2022-01-15
3596;54;ITUB4.SA;2022-09-26
4167;72;IRDM11.SA;2022-10-05
1953;43;VINO11.SA;2022-09-22
4537;35;VALE3.SA;2022-11-10
3620;51;HGBS11.SA;2022-04-18
2921;60;MGLU3.SA;2022-12-29
3830;53;PETR4.SA;2022-06-01
4475;47;PETR4.SA;2022-01-24
2826;7;VALE3.SA;2022-07-29
1369;40;B3SA3.SA;2022-03-30
430;44;BBDC4.SA;2022-03-24
1448;74;HGBS11.SA;2022-12-17
1637;77;HGLG11.SA;2022-02-08
3154;6;B3SA3.SA;2022-01-06
946;34;RBVA11.SA;2022-12-11
140;87;ITUB4.SA;2022-10-24
264;68;VINO11.SA;2022-12-06
4117;3;RBVA11.SA;2022-10-14
3595;40;HGLG11.SA;2022-01-22
3367;52;RBVA11.SA;2022-11-04
282;96;B3SA3.SA;2022-08-05
168;24;IRDM11.SA;2022-10-31
2918;91;HGBS11.SA;2022-11-05
738;91;PETR4.SA;2022-10-30
4100;60;PETR4.SA;2022-06-23
22;54;IRDM11.SA;2022-03-23
3547;17;IRDM11.SA;2022-01-26
4585;48;HGLG11.SA;2022-01-14
815;9;ITUB4.SA;2022-02-08
4694;86;VALE3.SA;2022-02-09
942;28;VINO11.SA;2022-05-12
1728;28;HGBS11.SA;2022-05-12
45;67;FLRY3.SA;2022-12-19
3626;64;PETR4.SA;2022-11-13
4213;79;FLRY3.SA;2022-08-29
3652;42;IRDM11.SA;2022-06-29
4300;77;FLRY3.SA;2022-02-28
4237;95;MGLU3.SA;2022-03-24
3058;79;MGLU3.SA;2022-09-22
1609;65;VINO11.SA;2022-06-17
1239;49;HGLG11.SA;2022-08-21
122;85;IRDM11.SA;2022-03-01
3010;57;IRDM11.SA;2022-06-03
1302;17;MGLU3.SA;2022-06-22
2100;16;FLRY3.SA;2022-03-28
5000;8;FLRY3.SA;2022-12-14
185;2;BBDC4.SA;2022-04-18
2025;25;MGLU3.SA;2022-04-20
60;21;VINO11.SA;2022-06-09
2143;55;PETR4.SA;2022-01-10
3660;47;RBVA11.SA;2022-02-25
2331;48;MGLU3.SA;2022-02-06
3893;57;VALE3.SA;2022-09-27
2643;75;BBDC4.SA;2022-02-20
4207;91;MGLU3.SA;2022-04-08
2936;24;ITUB4.SA;2022-04-21
1308;71;RBVA11.SA;2022-01-31
3952;34;BBDC4.SA;2022-05-06
4912;45;IRDM11.SA;2022-10-16
1654;21;PETR4.SA;2022-02-14
440;21;RBVA11.SA;2022-09-19
4847;60;IRDM11.SA;2022-03-28
3999;67;VINO11.SA;2022-08-25
518;83;IRDM11.SA;2022-02-26
4953;33;FLRY3.SA;2022-03-08
3947;22;B3SA3.SA;2022-07-23
2274;47;PETR4.SA;2022-03-11
3830;60;VALE3.SA;2022-03-11
1260;98;FLRY3.SA;2022-07-06
1884;62;HGBS11.SA;2022-08-10
4008;36;IRDM11.SA;2022-01-28
3012;79;MGLU3.SA;2022-03-09
1565;81;FLRY3.SA;2022-02-19
3791;7;IRDM11.SA;2022-09-03
2264;84;RBVA11.SA;2022-07-21
1162;30;B3SA3.SA;2022-02-02
1882;32;PETR4.SA;2022-12-25
3295;25;BBDC4.SA;2022-02-23
3527;11;MGLU3.SA;2022-02-08
2445;12;FLRY3.SA;2022-09-18
4947;26;IRDM11.SA;2022-06-22
4393;55;BBDC4.SA;2022-06-10
2159;11;BBDC4.SA;2022-05-07
2265;41;B3SA3.SA;2022-09-17
4500;63;IRDM11.SA;2022-08-18
552;13;FLRY3.SA;2022-12-06
2582;47;PETR4.SA;2022-05-26
945;99;IRDM11.SA;2022-10-26
4253;95;B3SA3.SA;2022-03-01
414;76;VALE3.SA;2022-02-15
3637;8;ITUB4.SA;2022-06-13
4000;73;FLRY3.SA;2022-09-29
112;25;ITUB4.SA;2022-12-16
869;88;IRDM11.SA;2022-04-16
1936;44;RBVA11.SA;2022-11-22
3307;98;ITUB4.SA;2022-11-16
686;95;ITUB4.SA;2022-05-20
929;62;IRDM11.SA;2022-12-25
2898;68;BBDC4.SA;2022-04-19
4869;82;RBVA11.SA;2022-08-05
2472;30;IRDM11.SA;2022-12-17
2741;88;BBDC4.SA;2022-11-19
2487;51;B3SA3.SA;2022-06-26
3875;67;VALE3.SA;2022-11-04
4267;38;HGBS11.SA;2022-12-23
4146;11;MGLU3.SA;2022-06-17
4828;83;B3SA3.SA;2022-07-13
4149;3;VINO11.SA;2022-06-19
3304;25;BBDC4.SA;2022-12-14
4251;61;MGLU3.SA;2022-05-12
3889;12;ITUB4.SA;2022-10-06
2054;19;B3SA3.SA;2022-05-23
1116;51;VALE3.SA;2022-07-06
3452;56;HGBS11.SA;2022-04-20
4243;90;PETR4.SA;2022-01-28
4838;65;VALE3.SA;2022-10-27
512;81;VALE3.SA;2022-10-21
1219;31;PETR4.SA;2022-02-22
3054;60;B3SA3.SA;2022-06-11
366;88;ITUB4.SA;2022-03-02
1755;56;IRDM11.SA;2022-11-27
690;24;B3SA3.SA;2022-12-08
2612;94;VINO11.SA;2022-06-20
4412;57;IRDM11.SA;2022-05-25
1715;5;MGLU3.SA;2022-01-22
4086;74;HGLG11.SA;2022-02-17
584;7;B3SA3.SA;2022-04-13
4227;71;HGBS11.SA;2022-10-26
4014;34;VINO11.SA;2022-10-05
576;31;VALE3.SA;2022-03-20
3803;59;BBDC4.SA;2022-05-16
4784;94;VINO11.SA;2022-05-09
4188;92;HGLG11.SA;2022-07-14
3653;24;VINO11.SA;2022-07-27
1866;62;IRDM11.SA;2022-04-27
3284;2;VINO11.SA;2022-01-16
2438;74;RBVA11.SA;2022-01-05
799;78;VINO11.SA;2022-10-05
3528;68;ITUB4.SA;2022-07-09
4629;28;B3SA3.SA;2022-09-01
4834;45;MGLU3.SA;2022-08-27
805;66;BBDC4.SA;2022-09-17
2861;39;FLRY3.SA;2022-08-29
2847;20;ITUB4.SA;2022-12-12
672;63;HGBS11.SA;2022-11-09
2566;33;B3SA3.SA;2022-02-22
3042;20;IRDM11.SA;2022-11-05
1148;13;ITUB4.SA;2022-10-28
2558;29;VINO11.SA;2022-04-12
2974;90;ITUB4.SA;2022-11-26
406;50;RBVA11.SA;2022-06-11
2078;13;VINO11.SA;2022-05-01
778;63;FLRY3.SA;2022-04-06
3341;16;B3SA3.SA;2022-09-27
1165;95;VINO11.SA;2022-02-05
4159;18;RBVA11.SA;2022-08-10
2777;47;VINO11.SA;2022-11-16
3630;45;MGLU3.SA;2022-10-03
4462;85;B3SA3.SA;2022-07-25
2378;47;B3SA3.SA;2022-04-25
858;13;MGLU3.SA;2022-07-16
553;29;HGBS11.SA;2022-12-24
1120;50;MGLU3.SA;2022-07-28
2755;64;VINO11.SA;2022-02-21
2879;32;IRDM11.SA;2022-08-01
2608;3;VINO11.SA;2022-07-18
694;59;VINO11.SA;2022-07-22
1073;38;BBDC4.SA;2022-04-21
451;58;BBDC4.SA;2022-04-11
3329;19;VALE3.SA;2022-06-03
1585;95;HGLG11.SA;2022-07-11
4544;2;MGLU3.SA;2022-06-13
2667;18;HGLG11.SA;2022-09-22
1611;82;RBVA11.SA;2022-09-30
337;96;HGBS11.SA;2022-12-28
1724;88;VALE3.SA;2022-06-02
3353;4;FLRY3.SA;2022-12-03
4030;78;MGLU3.SA;2022-04-23
2798;84;VALE3.SA;2022-09-23
1916;13;VINO11.SA;2022-09-24
649;66;PETR4.SA;2022-03-23
4041;20;B3SA3.SA;2022-06-10
1236;25;FLRY3.SA;2022-11-18
1235;78;RBVA11.SA;2022-05-08
500;77;ITUB4.SA;2022-03-02
2365;19;B3SA3.SA;2022-03-27
1645;95;HGBS11.SA;2022-12-08
2758;13;BBDC4.SA;2022-06-20
493;76;IRDM11.SA;2022-08-03
3654;83;IRDM11.SA;2022-11-12
4771;62;HGLG11.SA;2022-07-05
3446;93;HGLG11.SA;2022-03-28
3892;45;HGBS11.SA;2022-03-28
4309;80;B3SA3.SA;2022-08-13
4115;45;BBDC4.SA;2022-09-16
2963;6;HGBS11.SA;2022-05-08
634;3;MGLU3.SA;2022-02-12
1107;83;VALE3.SA;2022-10-06
2344;39;BBDC4.SA;2022-09-16
1488;41;IRDM11.SA;2022-09-02
1824;50;IRDM11.SA;2022-11-10
703;81;B3SA3.SA;2022-10-31
4604;68;BBDC4.SA;2022-05-21
2085;18;IRDM11.SA;2022-04-14
261;7;HGLG11.SA;2022-04-04
3946;55;HGBS11.SA;2022-10-21
2564;57;FLRY3.SA;2022-05-31
2682;7;MGLU3.SA;2022-06-21
3453;58;VALE3.SA;2022-10-06
410;91;FLRY3.SA;2022-10-30
4737;25;VALE3.SA;2022-10-14
4864;89;ITUB4.SA;2022-04-29
4567;35;VALE3.SA;2022-04-08
2806;42;HGLG11.SA;2022-06-08
1466;70;B3SA3.SA;2022-12-05
4249;64;HGLG11.SA;2022-03-22
1357;91;IRDM11.SA;2022-07-16
666;88;ITUB4.SA;2022-11-30
4700;54;FLRY3.SA;2022-04-01
2245;97;BBDC4.SA;2022-07-25
76;78;MGLU3.SA;2022-09-01
1619;54;B3SA3.SA;2022-02-24
3585;88;VINO11.SA;2022-11-14
1474;55;PETR4.SA;2022-02-10
4938;89;BBDC4.SA;2022-02-22
1972;65;ITUB4.SA;2022-01-18
3737;33;PETR4.SA;2022-04-10
2721;57;RBVA11.SA;2022-10-18
2287;31;FLRY3.SA;2022-10-11
4892;21;HGBS11.SA;2022-04-17
1229;51;PETR4.SA;2022-03-20
3425;1;B3SA3.SA;2022-03-03
194;89;HGLG11.SA;2022-06-13
2191;24;ITUB4.SA;2022-08-08
365;80;IRDM11.SA;2022-07-25
4289;69;HGLG11.SA;2022-05-22
1603;59;MGLU3.SA;2022-10-07
4682;43;PETR4.SA;2022-11-14
413;100;FLRY3.SA;2022-08-17
1638;41;HGBS11.SA;2022-12-25
1943;11;VALE3.SA;2022-12-11
2911;90;VALE3.SA;2022-08-09
786;46;PETR4.SA;2022-09-18
3998;49;FLRY3.SA;2022-04-06
2231;75;VINO11.SA;2022-02-16
752;52;B3SA3.SA;2022-10-05
